age,gender,marital_status,dependents,education,employment_type,city_tier,residence_type,monthly_income,cibil_score,existing_loans_count,credit_history_length_years,bank_balance,loan_amount,loan_term_months,loan_purpose,debt_to_income_ratio,loan_approved
37,Female,Married,2,Graduate,Self-Employed,Tier 2,Rented,14000,611,0,7.2,51000,252000,180,Vehicle,0.216,Rejected
43,Female,Married,1,Graduate,Salaried,Tier 1,Living with Parents,90000,782,1,17.9,491000,176000,60,Wedding,0.044,Approved
45,Female,Married,0,Graduate,Salaried,Tier 2,Rented,21000,689,0,20.7,86000,356000,24,Education,0.798,Rejected
36,Female,Single,0,Graduate,Salaried,Tier 1,Living with Parents,29000,534,2,11.1,46000,353000,120,Debt Consolidation,0.175,Rejected
43,Male,Married,0,Not Graduate,Business Owner,Tier 2,Owned,45000,720,1,19.4,54000,158000,36,Travel,0.117,Approved
52,Male,Married,2,Graduate,Salaried,Tier 2,Owned,53000,625,1,10.5,37000,519000,12,Wedding,0.87,Rejected
45,Male,Single,2,Graduate,Self-Employed,Tier 3,Owned,17000,660,1,9.4,87000,221000,24,Vehicle,0.612,Rejected
43,Male,Married,0,Graduate,Self-Employed,Tier 1,Rented,40000,730,0,18.5,124000,419000,60,Education,0.233,Approved
27,Male,Single,2,Graduate,Business Owner,Tier 2,Owned,59000,668,3,1.9,167000,270000,48,Vehicle,0.121,Approved
43,Male,Married,2,Graduate,Salaried,Tier 2,Owned,52000,663,2,14.4,102000,225000,24,Medical,0.204,Approved
39,Male,Married,1,Graduate,Unemployed,Tier 2,Living with Parents,13000,630,2,8.3,37000,219000,60,Debt Consolidation,0.375,Rejected
40,Female,Single,1,Graduate,Self-Employed,Tier 2,Living with Parents,74000,737,0,10.9,180000,330000,240,Travel,0.049,Approved
46,Male,Married,1,Graduate,Business Owner,Tier 3,Rented,75000,688,2,13.3,344000,114000,84,Debt Consolidation,0.027,Approved
38,Male,Married,0,Graduate,Salaried,Tier 1,Living with Parents,53000,672,1,7.0,233000,275000,12,Vehicle,0.461,Approved
34,Male,Married,1,Graduate,Self-Employed,Tier 1,Living with Parents,53000,680,0,8.5,157000,482000,36,Wedding,0.302,Approved
25,Female,Single,3,Graduate,Business Owner,Tier 3,Rented,26000,569,0,1.7,106000,298000,84,Home Renovation,0.202,Rejected
32,Female,Single,2,Graduate,Salaried,Tier 2,Rented,29000,613,0,6.0,108000,77000,24,Education,0.125,Rejected
36,Female,Single,1,Graduate,Salaried,Tier 1,Living with Parents,24000,708,1,11.4,97000,96000,60,Medical,0.089,Approved
37,Male,Single,4,Not Graduate,Self-Employed,Tier 2,Rented,95000,782,2,11.2,444000,222000,60,Home Renovation,0.052,Approved
37,Male,Married,2,Not Graduate,Salaried,Tier 2,Owned,39000,698,0,11.0,39000,137000,24,Travel,0.165,Approved
43,Male,Married,1,Graduate,Self-Employed,Tier 1,Owned,83000,720,2,13.2,421000,375000,60,Home Renovation,0.101,Approved
42,Male,Married,0,Graduate,Salaried,Tier 1,Rented,219000,808,0,8.7,450000,165000,180,Travel,0.009,Approved
34,Male,Married,2,Not Graduate,Salaried,Tier 3,Living with Parents,109000,638,0,7.4,283000,306000,84,Travel,0.05,Approved
27,Male,Married,2,Graduate,Self-Employed,Tier 2,Rented,81000,656,3,3.5,164000,703000,180,Home Renovation,0.104,Rejected
38,Male,Married,0,Not Graduate,Salaried,Tier 1,Living with Parents,41000,720,0,7.2,207000,223000,60,Education,0.121,Approved
55,Female,Married,5,Not Graduate,Unemployed,Tier 1,Rented,19000,606,3,22.5,100000,120000,120,Education,0.091,Rejected
37,Female,Married,2,Not Graduate,Business Owner,Tier 2,Owned,50000,602,0,9.7,64000,279000,180,Debt Consolidation,0.067,Rejected
32,Male,Married,0,Not Graduate,Self-Employed,Tier 1,Rented,33000,697,0,5.5,111000,260000,48,Debt Consolidation,0.207,Approved
39,Male,Single,1,Not Graduate,Business Owner,Tier 3,Owned,24000,715,0,7.6,62000,255000,24,Home Renovation,0.5,Rejected
40,Male,Single,0,Not Graduate,Business Owner,Tier 2,Rented,80000,739,4,7.3,120000,499000,24,Debt Consolidation,0.294,Rejected
40,Male,Married,0,Not Graduate,Salaried,Tier 2,Living with Parents,60000,735,2,15.7,214000,108000,240,Vehicle,0.02,Approved
47,Female,Married,4,Not Graduate,Business Owner,Tier 3,Rented,79000,712,1,22.5,198000,400000,60,Vehicle,0.113,Approved
38,Male,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,35000,683,0,13.5,155000,153000,84,Home Renovation,0.077,Approved
46,Female,Married,1,Graduate,Salaried,Tier 1,Owned,39000,714,1,16.4,199000,503000,60,Debt Consolidation,0.287,Approved
37,Male,Single,0,Graduate,Self-Employed,Tier 2,Rented,24000,720,2,14.0,14000,61000,60,Travel,0.057,Approved
48,Female,Married,0,Not Graduate,Self-Employed,Tier 2,Owned,18000,713,4,15.7,63000,838000,60,Vehicle,1.036,Rejected
45,Male,Single,2,Graduate,Salaried,Tier 1,Rented,31000,696,2,7.8,115000,187000,48,Home Renovation,0.159,Rejected
43,Female,Married,2,Not Graduate,Salaried,Tier 1,Rented,35000,703,0,11.5,79000,106000,180,Education,0.036,Approved
42,Male,Married,1,Not Graduate,Self-Employed,Tier 2,Rented,24000,702,1,8.6,118000,379000,24,Business Expansion,0.743,Rejected
55,Female,Single,0,Not Graduate,Salaried,Tier 1,Owned,38000,688,1,24.3,209000,299000,84,Vehicle,0.139,Approved
44,Male,Married,1,Not Graduate,Business Owner,Tier 2,Owned,142000,783,3,11.0,668000,288000,84,Debt Consolidation,0.036,Approved
27,Male,Married,0,Not Graduate,Self-Employed,Tier 2,Rented,30000,612,0,3.5,102000,384000,12,Medical,1.137,Rejected
37,Female,Single,0,Graduate,Salaried,Tier 2,Rented,15000,665,1,13.8,8000,225000,36,Education,0.498,Rejected
32,Female,Married,1,Not Graduate,Salaried,Tier 2,Rented,44000,619,1,9.9,124000,184000,120,Business Expansion,0.06,Rejected
53,Female,Married,2,Graduate,Self-Employed,Tier 2,Rented,63000,722,0,19.9,272000,110000,36,Home Renovation,0.058,Approved
46,Female,Married,1,Graduate,Salaried,Tier 1,Living with Parents,31000,724,1,11.6,43000,205000,60,Medical,0.147,Approved
53,Female,Single,3,Graduate,Salaried,Tier 1,Living with Parents,76000,744,1,18.0,362000,162000,24,Business Expansion,0.1,Approved
28,Male,Single,1,Graduate,Salaried,Tier 1,Owned,135000,644,2,5.8,523000,219000,36,Medical,0.054,Approved
44,Male,Married,0,Graduate,Salaried,Tier 1,Owned,44000,673,1,10.2,102000,235000,180,Travel,0.064,Approved
22,Male,Single,1,Graduate,Salaried,Tier 2,Rented,60000,646,2,0.3,310000,623000,48,Education,0.273,Rejected
21,Female,Married,2,Not Graduate,Self-Employed,Tier 3,Owned,59000,676,0,0.0,238000,140000,120,Medical,0.034,Approved
31,Male,Single,4,Not Graduate,Business Owner,Tier 2,Owned,63000,717,1,6.2,137000,202000,48,Business Expansion,0.084,Approved
48,Male,Married,2,Graduate,Self-Employed,Tier 3,Owned,58000,804,0,22.6,92000,169000,36,Travel,0.097,Approved
26,Female,Married,3,Graduate,Business Owner,Tier 3,Owned,54000,606,1,3.6,74000,95000,60,Vehicle,0.039,Rejected
34,Female,Single,1,Not Graduate,Salaried,Tier 3,Rented,19000,618,0,4.2,113000,1261000,60,Medical,1.476,Rejected
45,Male,Single,0,Not Graduate,Salaried,Tier 3,Rented,9000,673,1,18.5,48000,125000,240,Medical,0.153,Rejected
42,Male,Married,2,Not Graduate,Self-Employed,Tier 2,Owned,49000,683,0,8.7,210000,274000,36,Wedding,0.186,Approved
54,Male,Married,1,Graduate,Self-Employed,Tier 2,Living with Parents,39000,665,1,12.4,120000,609000,84,Medical,0.276,Approved
35,Male,Single,2,Not Graduate,Self-Employed,Tier 1,Living with Parents,23000,693,0,8.9,119000,104000,84,Medical,0.08,Approved
31,Male,Married,0,Graduate,Self-Employed,Tier 2,Living with Parents,39000,625,1,5.6,170000,372000,60,Vehicle,0.212,Rejected
25,Female,Single,4,Not Graduate,Self-Employed,Tier 2,Rented,41000,596,2,1.9,146000,87000,48,Medical,0.056,Rejected
31,Female,Married,0,Graduate,Salaried,Tier 2,Owned,47000,683,1,6.5,225000,136000,120,Medical,0.042,Approved
25,Female,Married,0,Graduate,Self-Employed,Tier 2,Owned,82000,600,1,3.0,95000,308000,120,Business Expansion,0.054,Approved
21,Male,Single,1,Graduate,Self-Employed,Tier 2,Owned,28000,606,2,0.0,149000,187000,240,Education,0.074,Rejected
52,Female,Married,0,Graduate,Unemployed,Tier 2,Owned,8000,672,0,24.0,10000,526000,240,Wedding,0.724,Rejected
35,Male,Single,1,Graduate,Self-Employed,Tier 2,Living with Parents,35000,669,0,7.7,192000,237000,36,Medical,0.225,Approved
58,Male,Single,1,Not Graduate,Self-Employed,Tier 2,Living with Parents,69000,786,0,22.2,118000,300000,84,Home Renovation,0.077,Approved
27,Female,Single,2,Not Graduate,Salaried,Tier 3,Living with Parents,67000,693,0,3.8,177000,145000,180,Wedding,0.026,Approved
31,Male,Married,0,Graduate,Business Owner,Tier 3,Rented,29000,651,0,4.9,136000,118000,240,Vehicle,0.045,Approved
28,Male,Married,3,Graduate,Unemployed,Tier 3,Rented,11000,405,1,3.6,12000,110000,24,Medical,0.471,Rejected
29,Female,Married,1,Graduate,Business Owner,Tier 1,Rented,34000,702,2,4.9,199000,125000,240,Travel,0.04,Approved
42,Male,Single,0,Not Graduate,Self-Employed,Tier 3,Living with Parents,35000,691,0,17.4,162000,145000,36,Business Expansion,0.138,Approved
40,Female,Single,2,Graduate,Salaried,Tier 1,Rented,10000,692,2,12.0,19000,440000,60,Education,0.979,Rejected
42,Male,Married,1,Graduate,Self-Employed,Tier 3,Owned,29000,747,0,7.7,156000,280000,84,Education,0.17,Approved
47,Female,Single,1,Graduate,Self-Employed,Tier 1,Owned,66000,634,1,19.2,48000,102000,180,Vehicle,0.019,Approved
44,Male,Married,2,Graduate,Business Owner,Tier 2,Rented,39000,693,0,14.0,22000,172000,120,Debt Consolidation,0.063,Approved
25,Male,Single,1,Graduate,Salaried,Tier 2,Owned,19000,693,2,2.2,43000,216000,240,Vehicle,0.125,Approved
30,Female,Married,4,Graduate,Self-Employed,Tier 2,Living with Parents,46000,634,0,6.4,49000,1277000,120,Home Renovation,0.398,Approved
36,Male,Single,1,Not Graduate,Salaried,Tier 2,Rented,109000,734,0,6.0,546000,221000,36,Business Expansion,0.067,Approved
65,Male,Married,1,Not Graduate,Business Owner,Tier 2,Rented,32000,712,0,33.9,84000,288000,24,Vehicle,0.424,Approved
41,Male,Single,1,Not Graduate,Salaried,Tier 2,Owned,27000,703,2,14.6,106000,121000,24,Travel,0.211,Approved
35,Male,Single,3,Graduate,Self-Employed,Tier 1,Rented,48000,608,1,5.8,241000,339000,24,Travel,0.332,Rejected
41,Male,Single,1,Graduate,Salaried,Tier 2,Rented,100000,745,1,16.2,134000,503000,240,Vehicle,0.055,Approved
29,Male,Single,3,Not Graduate,Salaried,Tier 1,Rented,24000,612,2,3.3,141000,201000,60,Wedding,0.186,Rejected
37,Female,Single,3,Not Graduate,Self-Employed,Tier 2,Rented,29000,726,0,11.3,118000,318000,240,Medical,0.121,Approved
43,Male,Married,1,Graduate,Salaried,Tier 1,Living with Parents,73000,771,0,11.5,63000,310000,120,Business Expansion,0.061,Approved
34,Male,Married,3,Graduate,Self-Employed,Tier 2,Rented,22000,620,2,9.8,76000,229000,240,Home Renovation,0.115,Rejected
28,Male,Married,1,Graduate,Unemployed,Tier 2,Rented,8000,633,1,2.3,42000,477000,180,Debt Consolidation,0.716,Rejected
34,Male,Married,4,Graduate,Unemployed,Tier 1,Living with Parents,33000,564,1,5.8,179000,136000,60,Home Renovation,0.092,Rejected
32,Female,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,105000,707,0,6.4,484000,130000,36,Debt Consolidation,0.041,Approved
22,Male,Single,1,Not Graduate,Business Owner,Tier 2,Owned,69000,636,1,0.7,403000,220000,36,Business Expansion,0.106,Rejected
29,Female,Married,1,Graduate,Salaried,Tier 3,Living with Parents,38000,630,0,5.4,123000,176000,48,Debt Consolidation,0.122,Approved
22,Male,Single,1,Graduate,Business Owner,Tier 3,Owned,29000,658,1,0.9,79000,38000,12,Home Renovation,0.116,Approved
23,Female,Married,1,Not Graduate,Business Owner,Tier 2,Rented,50000,612,1,1.3,86000,142000,84,Medical,0.05,Approved
24,Male,Single,0,Graduate,Salaried,Tier 2,Owned,26000,605,0,1.4,78000,61000,60,Vehicle,0.052,Approved
43,Female,Single,1,Not Graduate,Salaried,Tier 2,Rented,92000,710,0,12.3,480000,181000,24,Vehicle,0.093,Approved
48,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,54000,757,1,9.3,43000,337000,120,Wedding,0.09,Approved
21,Male,Single,1,Not Graduate,Business Owner,Tier 2,Rented,46000,637,1,0.0,80000,227000,120,Travel,0.071,Rejected
49,Male,Married,0,Graduate,Salaried,Tier 3,Rented,33000,698,0,17.1,193000,238000,24,Debt Consolidation,0.339,Approved
24,Male,Married,2,Graduate,Self-Employed,Tier 2,Rented,31000,602,1,2.7,150000,200000,36,Wedding,0.214,Rejected
41,Female,Single,0,Graduate,Self-Employed,Tier 2,Owned,59000,690,2,8.9,120000,249000,36,Travel,0.14,Approved
37,Male,Single,0,Graduate,Unemployed,Tier 1,Living with Parents,11000,621,0,12.3,56000,1197000,60,Home Renovation,2.421,Rejected
40,Male,Married,1,Graduate,Unemployed,Tier 1,Rented,62000,585,0,9.9,80000,178000,240,Business Expansion,0.032,Rejected
24,Female,Married,2,Not Graduate,Salaried,Tier 1,Rented,39000,600,0,1.0,163000,218000,84,Travel,0.099,Approved
21,Male,Single,2,Not Graduate,Self-Employed,Tier 2,Living with Parents,70000,666,0,0.0,112000,131000,84,Medical,0.033,Approved
27,Female,Married,1,Not Graduate,Business Owner,Tier 2,Owned,138000,629,0,4.0,472000,70000,36,Vehicle,0.017,Approved
38,Female,Married,3,Graduate,Business Owner,Tier 2,Rented,11000,621,1,7.4,44000,258000,60,Medical,0.522,Rejected
52,Female,Single,2,Not Graduate,Salaried,Tier 2,Rented,32000,714,1,25.1,145000,433000,36,Business Expansion,0.449,Approved
25,Female,Single,2,Not Graduate,Salaried,Tier 3,Owned,74000,608,2,2.1,406000,884000,84,Travel,0.211,Rejected
34,Male,Married,1,Graduate,Salaried,Tier 3,Owned,9000,618,1,5.7,44000,196000,36,Debt Consolidation,0.723,Rejected
28,Male,Single,1,Not Graduate,Salaried,Tier 3,Living with Parents,62000,661,0,5.4,133000,188000,12,Debt Consolidation,0.269,Approved
34,Male,Married,1,Graduate,Salaried,Tier 2,Owned,48000,701,1,5.1,247000,385000,60,Vehicle,0.178,Approved
21,Male,Married,2,Graduate,Salaried,Tier 2,Rented,94000,601,3,0.0,79000,614000,36,Medical,0.217,Approved
48,Female,Married,3,Graduate,Self-Employed,Tier 3,Rented,30000,661,1,12.0,137000,105000,60,Travel,0.078,Approved
35,Female,Married,0,Not Graduate,Salaried,Tier 1,Rented,58000,731,2,11.0,183000,327000,84,Medical,0.1,Approved
43,Male,Married,0,Not Graduate,Self-Employed,Tier 1,Rented,29000,664,1,13.4,85000,658000,120,Home Renovation,0.326,Rejected
32,Male,Single,2,Graduate,Salaried,Tier 2,Living with Parents,35000,619,1,8.2,152000,189000,240,Wedding,0.059,Approved
36,Female,Single,2,Graduate,Business Owner,Tier 2,Rented,33000,575,0,5.7,28000,110000,60,Travel,0.074,Rejected
45,Male,Married,2,Graduate,Unemployed,Tier 1,Rented,9000,660,1,10.2,48000,352000,60,Education,0.87,Rejected
36,Male,Married,4,Graduate,Self-Employed,Tier 2,Rented,48000,725,2,6.3,92000,98000,36,Medical,0.068,Approved
36,Male,Single,0,Graduate,Business Owner,Tier 2,Owned,33000,672,0,5.7,164000,449000,84,Business Expansion,0.24,Approved
27,Female,Married,2,Graduate,Salaried,Tier 2,Living with Parents,12000,627,1,2.8,27000,725000,60,Education,1.344,Rejected
30,Male,Single,1,Graduate,Business Owner,Tier 2,Living with Parents,57000,659,1,7.2,259000,163000,36,Home Renovation,0.095,Approved
25,Female,Single,1,Not Graduate,Salaried,Tier 2,Owned,45000,590,1,3.0,250000,594000,48,Medical,0.348,Rejected
28,Female,Single,1,Graduate,Salaried,Tier 1,Rented,75000,686,1,3.4,323000,321000,48,Home Renovation,0.113,Approved
46,Male,Married,3,Not Graduate,Salaried,Tier 1,Rented,50000,762,1,13.0,90000,505000,240,Education,0.111,Approved
51,Male,Married,1,Graduate,Self-Employed,Tier 1,Rented,30000,715,0,22.2,130000,149000,36,Vehicle,0.165,Approved
23,Female,Single,2,Graduate,Salaried,Tier 2,Living with Parents,93000,674,0,1.6,405000,319000,48,Medical,0.09,Approved
38,Male,Single,0,Graduate,Self-Employed,Tier 2,Rented,37000,642,1,9.4,207000,254000,36,Home Renovation,0.228,Approved
32,Female,Single,0,Graduate,Salaried,Tier 2,Rented,24000,611,2,8.2,46000,137000,24,Business Expansion,0.269,Rejected
47,Female,Married,0,Graduate,Business Owner,Tier 2,Owned,112000,751,0,16.7,653000,178000,36,Education,0.053,Approved
36,Female,Single,2,Not Graduate,Self-Employed,Tier 2,Rented,113000,756,0,13.4,482000,310000,60,Medical,0.061,Approved
34,Female,Married,0,Not Graduate,Salaried,Tier 1,Rented,11000,619,0,9.3,25000,112000,60,Debt Consolidation,0.226,Rejected
28,Female,Single,2,Graduate,Salaried,Tier 1,Rented,30000,629,1,5.2,99000,107000,60,Education,0.079,Approved
21,Female,Married,1,Graduate,Business Owner,Tier 3,Rented,36000,646,0,0.0,169000,102000,120,Business Expansion,0.041,Rejected
41,Male,Single,0,Not Graduate,Salaried,Tier 2,Owned,47000,675,2,7.7,36000,138000,12,Debt Consolidation,0.261,Approved
38,Male,Married,2,Graduate,Self-Employed,Tier 2,Owned,63000,705,2,8.8,148000,261000,36,Vehicle,0.138,Approved
38,Male,Single,3,Not Graduate,Self-Employed,Tier 2,Rented,176000,654,1,10.1,947000,162000,48,Medical,0.024,Approved
29,Female,Single,0,Not Graduate,Salaried,Tier 3,Rented,18000,659,1,3.1,20000,473000,84,Home Renovation,0.464,Rejected
33,Male,Married,1,Not Graduate,Salaried,Tier 2,Rented,44000,654,2,6.2,150000,92000,36,Home Renovation,0.069,Rejected
42,Female,Married,0,Graduate,Salaried,Tier 1,Rented,22000,613,0,14.9,81000,299000,36,Debt Consolidation,0.451,Rejected
43,Male,Single,0,Graduate,Salaried,Tier 3,Owned,36000,650,1,9.9,75000,176000,24,Debt Consolidation,0.23,Rejected
24,Female,Married,0,Graduate,Salaried,Tier 1,Owned,125000,673,1,1.8,340000,206000,60,Debt Consolidation,0.037,Approved
29,Male,Married,4,Not Graduate,Salaried,Tier 1,Owned,11000,676,1,3.1,61000,331000,84,Home Renovation,0.531,Rejected
22,Female,Married,1,Not Graduate,Salaried,Tier 1,Rented,23000,558,0,0.4,19000,45000,84,Home Renovation,0.035,Rejected
36,Male,Single,0,Graduate,Salaried,Tier 2,Owned,62000,730,0,7.8,86000,61000,84,Medical,0.017,Approved
42,Male,Married,4,Not Graduate,Unemployed,Tier 2,Rented,16000,622,0,15.5,87000,212000,24,Vehicle,0.624,Rejected
32,Male,Married,3,Not Graduate,Self-Employed,Tier 2,Rented,28000,688,0,6.8,42000,192000,60,Vehicle,0.153,Approved
29,Female,Single,1,Not Graduate,Business Owner,Tier 3,Living with Parents,63000,651,3,5.4,92000,93000,24,Home Renovation,0.069,Approved
31,Male,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,103000,702,0,5.4,383000,732000,240,Debt Consolidation,0.078,Approved
55,Male,Single,2,Not Graduate,Salaried,Tier 2,Living with Parents,54000,818,0,22.2,319000,110000,24,Business Expansion,0.096,Approved
45,Female,Single,0,Graduate,Business Owner,Tier 2,Rented,112000,732,0,14.2,331000,160000,180,Travel,0.017,Approved
41,Female,Married,0,Graduate,Self-Employed,Tier 3,Rented,42000,649,1,10.8,142000,438000,12,Debt Consolidation,0.927,Rejected
37,Female,Married,2,Not Graduate,Salaried,Tier 1,Rented,43000,738,0,5.0,217000,147000,60,Home Renovation,0.076,Approved
34,Male,Single,4,Graduate,Salaried,Tier 3,Living with Parents,38000,677,1,10.5,165000,131000,180,Home Renovation,0.041,Approved
26,Male,Single,5,Graduate,Self-Employed,Tier 1,Living with Parents,88000,649,1,4.4,526000,277000,60,Home Renovation,0.07,Approved
25,Female,Married,1,Not Graduate,Business Owner,Tier 3,Rented,17000,702,2,2.5,66000,141000,60,Medical,0.184,Rejected
29,Male,Single,1,Not Graduate,Salaried,Tier 2,Rented,47000,716,4,4.5,132000,278000,24,Vehicle,0.278,Rejected
26,Female,Married,1,Not Graduate,Self-Employed,Tier 3,Rented,33000,658,0,3.8,77000,299000,84,Wedding,0.16,Approved
29,Male,Married,2,Graduate,Self-Employed,Tier 1,Rented,41000,606,1,2.5,243000,276000,60,Wedding,0.15,Rejected
34,Male,Married,0,Not Graduate,Unemployed,Tier 1,Rented,8000,564,1,5.0,40000,446000,48,Vehicle,1.468,Rejected
34,Male,Married,2,Graduate,Business Owner,Tier 1,Living with Parents,22000,660,1,6.1,110000,174000,36,Business Expansion,0.263,Approved
29,Male,Married,2,Not Graduate,Salaried,Tier 2,Rented,30000,639,1,2.8,47000,162000,36,Business Expansion,0.179,Rejected
39,Male,Married,1,Graduate,Self-Employed,Tier 2,Owned,32000,657,0,5.9,97000,209000,240,Home Renovation,0.072,Approved
33,Male,Married,2,Not Graduate,Business Owner,Tier 3,Living with Parents,67000,659,0,10.4,42000,40000,240,Wedding,0.007,Approved
36,Female,Married,1,Not Graduate,Self-Employed,Tier 2,Owned,82000,732,1,6.2,282000,250000,240,Medical,0.034,Approved
28,Male,Married,0,Graduate,Business Owner,Tier 1,Owned,39000,659,0,4.6,35000,180000,60,Home Renovation,0.103,Approved
41,Female,Married,0,Not Graduate,Business Owner,Tier 1,Rented,39000,671,2,12.5,62000,276000,240,Vehicle,0.078,Rejected
30,Female,Single,1,Not Graduate,Salaried,Tier 1,Owned,37000,681,1,4.2,76000,128000,36,Vehicle,0.115,Rejected
49,Male,Single,2,Graduate,Salaried,Tier 3,Rented,59000,742,2,19.3,295000,492000,48,Education,0.22,Approved
32,Male,Single,3,Graduate,Business Owner,Tier 3,Owned,28000,643,1,5.4,30000,194000,24,Medical,0.326,Approved
34,Female,Single,4,Graduate,Salaried,Tier 3,Owned,95000,620,2,7.5,522000,363000,48,Medical,0.101,Approved
40,Female,Single,0,Graduate,Salaried,Tier 2,Rented,43000,685,1,10.0,155000,162000,24,Education,0.177,Approved
42,Female,Married,1,Not Graduate,Salaried,Tier 1,Owned,64000,699,0,17.8,70000,291000,12,Business Expansion,0.404,Approved
43,Female,Married,1,Not Graduate,Business Owner,Tier 1,Rented,48000,738,0,18.9,285000,86000,12,Education,0.159,Approved
50,Female,Married,4,Graduate,Salaried,Tier 2,Owned,98000,689,3,15.2,50000,59000,48,Education,0.016,Approved
40,Male,Married,1,Graduate,Self-Employed,Tier 3,Rented,45000,675,1,8.5,63000,194000,180,Business Expansion,0.052,Approved
34,Male,Married,0,Graduate,Salaried,Tier 1,Owned,39000,739,1,9.6,59000,217000,48,Debt Consolidation,0.147,Approved
30,Female,Married,2,Graduate,Salaried,Tier 1,Owned,24000,629,0,4.4,127000,207000,60,Debt Consolidation,0.192,Approved
33,Male,Married,0,Graduate,Salaried,Tier 2,Owned,59000,672,1,7.1,142000,185000,120,Business Expansion,0.045,Approved
48,Female,Single,1,Graduate,Salaried,Tier 2,Rented,28000,786,1,16.9,143000,173000,60,Travel,0.137,Approved
22,Male,Married,0,Graduate,Business Owner,Tier 1,Rented,57000,598,1,0.9,42000,329000,60,Business Expansion,0.128,Approved
27,Male,Married,1,Not Graduate,Business Owner,Tier 3,Rented,24000,693,1,3.2,139000,641000,60,Travel,0.594,Rejected
33,Female,Single,4,Not Graduate,Business Owner,Tier 1,Living with Parents,38000,633,2,6.6,197000,1038000,24,Debt Consolidation,1.286,Rejected
27,Female,Married,0,Graduate,Salaried,Tier 3,Living with Parents,23000,647,1,2.0,72000,424000,60,Debt Consolidation,0.41,Rejected
31,Male,Married,1,Not Graduate,Self-Employed,Tier 1,Rented,53000,674,1,7.0,71000,56000,84,Medical,0.019,Rejected
51,Male,Single,0,Not Graduate,Salaried,Tier 1,Owned,26000,706,1,12.4,45000,413000,12,Education,1.411,Rejected
32,Female,Married,0,Not Graduate,Salaried,Tier 1,Rented,44000,623,2,7.3,77000,410000,24,Debt Consolidation,0.439,Rejected
38,Male,Single,2,Graduate,Salaried,Tier 1,Owned,34000,642,1,7.6,148000,207000,60,Medical,0.135,Approved
21,Female,Single,0,Not Graduate,Self-Employed,Tier 2,Rented,41000,620,0,0.0,105000,383000,120,Business Expansion,0.134,Rejected
25,Male,Married,0,Not Graduate,Salaried,Tier 2,Rented,66000,615,0,1.4,34000,273000,60,Education,0.092,Approved
43,Female,Married,1,Graduate,Salaried,Tier 2,Living with Parents,45000,697,2,18.9,118000,218000,48,Wedding,0.128,Approved
50,Female,Married,3,Graduate,Unemployed,Tier 2,Living with Parents,8000,586,1,18.3,29000,256000,240,Business Expansion,0.352,Rejected
36,Male,Married,0,Not Graduate,Salaried,Tier 2,Rented,39000,635,1,12.9,31000,158000,12,Vehicle,0.36,Rejected
32,Male,Single,0,Not Graduate,Unemployed,Tier 1,Rented,17000,517,1,6.6,60000,73000,24,Medical,0.202,Rejected
39,Male,Married,3,Not Graduate,Unemployed,Tier 3,Rented,12000,668,1,5.9,57000,71000,84,Home Renovation,0.104,Rejected
21,Female,Married,1,Not Graduate,Self-Employed,Tier 3,Owned,40000,620,3,0.0,144000,381000,24,Home Renovation,0.448,Rejected
37,Male,Married,1,Graduate,Salaried,Tier 1,Living with Parents,135000,667,0,8.2,314000,119000,24,Education,0.041,Approved
25,Female,Single,1,Graduate,Business Owner,Tier 2,Rented,31000,588,1,3.5,77000,88000,180,Travel,0.034,Rejected
42,Male,Married,0,Graduate,Salaried,Tier 2,Owned,54000,676,0,15.9,155000,87000,36,Debt Consolidation,0.054,Approved
21,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,48000,544,0,0.0,248000,165000,60,Travel,0.076,Rejected
29,Male,Married,0,Graduate,Business Owner,Tier 2,Owned,88000,641,1,4.5,59000,546000,48,Debt Consolidation,0.163,Approved
34,Male,Married,4,Graduate,Salaried,Tier 2,Owned,40000,686,0,7.4,98000,201000,24,Education,0.237,Approved
28,Male,Single,0,Not Graduate,Salaried,Tier 1,Rented,158000,646,0,4.8,913000,93000,48,Medical,0.016,Approved
31,Female,Married,3,Not Graduate,Self-Employed,Tier 1,Rented,58000,683,1,7.3,294000,534000,48,Wedding,0.242,Approved
43,Female,Married,0,Graduate,Self-Employed,Tier 3,Rented,53000,745,0,12.9,66000,267000,60,Home Renovation,0.112,Approved
34,Male,Single,1,Graduate,Salaried,Tier 1,Rented,45000,697,1,10.1,110000,178000,24,Debt Consolidation,0.186,Approved
26,Female,Married,1,Graduate,Salaried,Tier 1,Owned,61000,649,0,3.1,37000,294000,12,Medical,0.428,Approved
43,Female,Married,3,Graduate,Salaried,Tier 2,Rented,29000,734,2,13.4,131000,221000,60,Business Expansion,0.17,Approved
37,Female,Married,2,Not Graduate,Salaried,Tier 2,Owned,51000,726,0,11.0,55000,143000,12,Home Renovation,0.249,Approved
37,Male,Married,1,Graduate,Business Owner,Tier 1,Living with Parents,21000,632,1,12.4,55000,158000,24,Vehicle,0.354,Rejected
26,Male,Single,4,Not Graduate,Self-Employed,Tier 3,Owned,26000,582,2,3.3,142000,105000,240,Education,0.044,Rejected
